REFERENCE                                                              | COUNT
McPherson, T. (n.d.). “Supervenience in Ethics”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/supervenience-ethics/ | 1
Hare, H. R. (1952). The Language of Morals. Oxford: Oxford University Press. | 1
Britannica, T. Editors of Encyclopaedia (n.d.). “Consequentialism”. Encyclopedia Britannica. https://www.britannica.com/topic/consequentialism | 1
Mackie, J. (1974). The Cement of the Universe. Oxford: Clarendon Press. | 1
Mackie, J. (1982). The Miracle of Theism: Arguments for and Against the Existence of God. Oxford University Press. | 1
Mackie, J. (1955). “Evil and omnipotence”. Mind 64 (254):200-212. | 1
Foot, P. (1978). Virtues and vices and other essays in moral philosophy (2nd ed.). Oxford University Press. 2022. | 1
Lakatos, I. (1974). “Science and Pseudoscience”. G. Vesey (Ed.), Philosophy in the Open. Open University Press. | 1
Oberheim, E., & Hoyningen-Huene, P. (n.d.). “The Incommensurability of Scientific Theories”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/incommensurability/ | 1
Feyerabend, P. (1965). Problems of empiricism. New York: Cambridge University Press. | 1
Feyerabend, P. (1975). Against Method. London: Verso. | 1
Althusser, L. (1970). “Ideology and Ideological State Apparatuses”. La Pensée. | 1
Foucault, M. (1972-1977). Power/Knowledge: Selected Interviews and Other Writings 1972-1977. Translated by C. Gordon. Vintage. 1980. | 1
Foucault, M. (1966). Les mots et les choses: Une archéologie des sciences humaines. Éditions Gallimard. | 1
Guattari, F., & Deleuze, G. (1991). Qu’est-ce que la philosophie? Les éditions de Minuit. | 1
Danto, A. C. (1964). “The art world”. The Journal of Philosophy, 61(19), 580-581. | 1
Danto, A. C. (1992). Beyond the Brillo Box: The Visual Arts in Post-Historical Perspective. New York: Farrar, Straus and Giroux. | 1
Putnam, H. (1979). Mathematics, Matter and Method. Cambridge University Press. | 1
Putnam, H. (1978). “Realism and Reason” in Meaning and the Moral Sciences, London, Routledge and Kegan Paul, 123-38. | 1
Putnam, H. (1971). Philosophy of logic. Allen & Unwin. | 1
Putnam, H. (1965). “Brains and behavior”. In Sydney Shoemaker (ed.), Review of Analytical Philosophy, Ronald J. Butler (ed.). Blackwell. | 1
Putnam, H. (1995). Pragmatism: An open question. Blackwell.; Putnam, H. (2001). The threefold cord: Mind, body, and world. Columbia University Press. | 1
Putnam, H. (1976). “Literature, science, and reflection”. New Literary History, 7(3), 483-491. | 1
Gettier, E. (1963). “Is Justified True Belief Knowledge?”. Analysis 23(6). Oxford University Press. | 1
Scholz, B. C., Pelletier, F. J., & Pullum, G. K. (n.d.). “Philosophy of Linguistics”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/linguistics/ | 1
Collins, J. (2021). “Chomsky’s Problem/Mystery Distinction”. In Nicholas Allott, Terje Lohndal & Georges Rey (eds.), A Companion to Chomsky. Wiley. pp. 557–566. | 1
Chomsky, N. (1989). Necessary illusions: Thought control in democratic societies. Pluto Press. | 1
Chomsky, N. (1996). Powers and prospects. Pluto Press. | 1
Baudrillard, J. (1981). Simulacra and simulation. University of Michigan Press. 1994. | 1
Lewontin, R. (1970). “The units of selection”. Annual Review of Ecology and Systematics, 1, 1-18. | 1
Rosenberg, A. (2008). Darwinian reductionism: Or, how to stop worrying and love molecular biology. University of Chicago Press. | 1
Lewontin, R. (2000). The Triple Helix: Gene, Organism, and Environment. Harvard University Press. | 1
Levins, R., & Lewontin, R. (1985). The Dialectical Biologist. Harvard University Press. | 1
Frankfurt, H. G. (1971). “Freedom of the Will and the Concept of a Person”. The Journal of Philosophy, 68(1), 5–20. | 1
Frankfurt, H. G. (2005). On Bullshit. Princeton, NJ: Princeton University Press. | 1
Nagel, T. & Duignan, B. (n.d.). “Bernard Williams”. Encyclopædia Britannica. https://www.britannica.com/biography/Bernard-Williams | 1
Nagel, T. and Duignan, B. (n.d.). “Bernard Williams”. Encyclopedia Britannica. https://www.britannica.com/biography/Bernard-Williams | 1
Williams, B. (1972). Morality: An Introduction to Ethics. Cambridge: Cambridge University Press. | 1
Williams, B. (1978). Descartes: The Project of Pure Enquiry. Penguin Books. | 1
Williams, B. (2002, October 17). “Why philosophy needs history”. London Review of Books, 24(20). | 1
Thomson, J. (1983). “Parthood and identity across time”. The Journal of Philosophy, 80(4), 201-220. | 1
Lawlor, L. (n.d.). “Jacques Derrida”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/derrida/ | 1
Irigaray, L. (1977). This Sex Which Is Not One. | 1
Jacob, P. (n.d.). “Intentionality”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/intentionality/ | 1
Searle, J. (1990). “Who is computing with the brain?” Behavioral and Brain Sciences, 13:4:632-642 | 1
Searle, J. (1980). “Minds, Brains and Programs”. Behavioral and Brain Sciences, 3 (3): 417–457. | 1
Searle, J. (2015). Seeing Things as They Are: A Theory of Perception. Oxford University Press. | 1
Chakraborty, S. (2016). Understanding Meaning and World. Cambridge Scholars Publishing. | 1
Searle, J. (1999). Mind, Language and Society. Basic Books. | 1
Searle, J. (1958). “Proper Names”, Mind, 67(266): 166–173. | 1
Habermas, J. (1962). The Structural Transformation of the Public Sphere. Burger, T. & Lawrence, F. (trans.). Polity, Cambridge. 1989. | 1
Habermas, J. (1998). On the Pragmatics of Communication, M. Cooke (ed.) Cambridge, MA: MIT Press. | 1
Habermas, J. (1992). Between Facts and Norms: Contributions to a Discourse Theory of Law and Democracy. W. Rehg (trans.). Cambridge, MA: MIT Press. 1996. | 1
Calhoun, C., Gerteis, J., Moody, J., Pfaff, S., & Virk, I. (Eds.). (2012). Contemporary sociological theory. Wiley-Blackwell. | 1
Rorty, R. (1979). Philosophy and the Mirror of Nature. Princeton University Press. | 1
Rorty, R. (1999). Philosophy and Social Hope. Penguin. | 1
Rorty, R. (1991). Objectivity, Relativism, and Truth: Philosophical Papers, Volume 1, New York: Cambridge University Press. | 1
Ramberg, B. (n.d.). “Richard Rorty”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/rorty/ | 1
Rorty, R. (1970). “Incorrigibility as the Mark of the Mental”. The Journal of Philosophy, 67(12), 399–424. | 1
Fodor, J., & Piattelli-Palmarini, M. (2010). What Darwin Got Wrong. Profile Books. | 1
Nagel, T. (1970). The Possibility of Altruism. Oxford,: Clarendon P. | 1
Nagel, T. (1993). “Moral Luck”. D. Statman (Ed.), Moral Luck (pp. 57-71). Albany, NY: State University of New York Press. | 1
Ruse, M. (2010). “David Hull: a memoir”. Biology & Philosophy, 25(5), 739-747. | 1
Hull, D. (1974). Philosophy of biological science. Prentice-Hall. | 1
Godfrey-Smith, P. (2010). “David Hull: obituary”. Biology and Philosophy, 25(5), 749-753. | 1
Wilkins, J. (2010). “David Hull’s philosophy”. Evolving Thoughts. http://evolvingthoughts.net/2010/08/12/david-hulls-philosophy/ | 1
Hetherington, S. (n.d.). “Gettier Problems”. The Internet Encyclopedia of Philosophy. https://iep.utm.edu/gettier/ | 1
Mack, E. (n.d.). “Robert Nozick’s Political Philosophy”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/nozick-political/ | 1
Long, R. (n.d.). “Egalitarianism”. The Internet Encyclopedia of Philosophy. https://iep.utm.edu/egalitarianism/ | 1
Lamont, J., Favor, C. (n.d.). “Distributive Justice”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/justice-distributive/ | 1
Dowden, B. (n.d.). “Liar Paradox”. The Internet Encyclopedia of Philosophy. https://iep.utm.edu/par-liar/ | 1
Laudan, L. (1981). “A Confutation of Convergent Realism”. Philosophy of Science 48: 19–49. | 1
Laudan, L. (1984). Science and Values, University of California Press, Berkeley. | 1
Laudan, L. (1990). Science and Relativism. Chicago: The University of Chicago Press. | 1
Van Fraassen, B. (1989). Laws and Symmetry. Oxford University Press. | 1
Nida-Rümelin, M., & O Conaill, D. (n.d.). “Qualia: The Knowledge Argument”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/qualia-knowledge/ | 1
Lewis, D. (1986). Philosophical Papers, Vol. II. Oxford: Oxford University Press. | 1
Hawthorne, J. (2005). “Lewis, David Kellogg (1941–2001)” in Shook, J. R. & Hull, R. T. (eds.) The dictionary of modern American philosophers. Bristol: Thoemmes Continuum. | 1
Lewis, D. (1973). “Causation”, Journal of Philosophy, 70: 556–67. | 1
Sider, T. (2007). “Temporal parts”. T. Sider, J. Hawthorne & D. W. Zimmerman (eds.), Contemporary Debates in Metaphysics. Blackwell. pp. 241-262. | 1
Lewis, D. (1981). “Are We Free to Break the Laws?” Theoria, 47: 113–21. | 1
Boyd, R. (1984). “The Current Status of Scientific Realism” in Leplin, J. (ed.), Scientific Realism. University of California. | 1
Silins, N. (n.d.). “Perceptual Experience and Perceptual Justification”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/perception-justification/ | 1
McDowell, J. (2013). “Avoiding the Myth of the Given”. Having the World in View. Harvard University Press. | 1
Soteriou, M. (n.d.). “The Disjunctive Theory of Perception”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/perception-disjunctive/ | 1
McDowell, J. (1986). “Singular thought and the extent of ‘inner space’”. In Philip Pettit (ed.), Subject, Thought, And Context. NY: Clarendon Press. | 1
Gaskin, R. (n.d.). “The Identity Theory of Truth”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/truth-identity/ | 1
Scanlon, T. (1998). What We Owe to Each Other. Cambridge, MA: Harvard University Press. | 1
Bagnoli, C. (n.d.). “Constructivism in Metaethics”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/constructivism-metaethics/ | 1
Scanlon, T. (1996). The status of well-being. The Tanner Lectures on Human Values, delivered at University of Michigan. | 1
Korfmacher, C. (n.d.). “Personal Identity”. The Internet Encyclopedia of Philosophy: https://iep.utm.edu/person-i/ | 1
Shoemaker, D. (n.d.). “Personal Identity and Ethics”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/identity-ethics/ | 1
Kagan, S. (1986). “The Present-Aim Theory of Rationality”. Ethics, 96(4). | 1
Arrhenius, G., Ryberg, J., & Tännsjö, T. (n.d.). “The Repugnant Conclusion”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/repugnant-conclusion/ | 1
Dennett, D. (2013). Intuition Pumps. Penguin Books. | 1
Dennett, D. (1987). The Intentional Stance. MIT Press. | 1
Dennett, D. (1991). “Self Portrait”. In A Companion to the Philosophy of Mind, edited by S. Guttenplan. 236-244. Oxford: Blackwell Press, 1994. | 1
Dennett, D. (1991). “Real patterns”. Journal of Philosophy 88 (1):27-51. | 1
Dennett, D. (1978). Brainstorms. MIT Press. | 1
Dennett, D. (1998). Brainchildren. MIT Press. | 1
Dennett, D. (2017). From Bacteria to Bach and Back. Allen Lane.; Dennett, D. (1988). “Quining qualia”. In Anthony J. Marcel & Edoardo Bisiach, Consciousness in Contemporary Science. New York: Oxford University Press. | 1
Dennett, D. (2003). Freedom Evolves. New York: Viking Press. | 1
Dennett, D. (2023, May 16). “The Problem With Counterfeit People”. The Atlantic. | 1
Warburton, N. (2023, September 25). “Favorite Books recommended by Daniel Dennett”. Five Books. https://fivebooks.com/best-books/daniel-dennett-book-recommendations/ | 1
Kind, A. (n.d.). “Qualia”. The Internet Encyclopedia of Philosophy. https://www.iep.utm.edu/qualia/ | 1
Churchland, P. M. (1981). “Eliminative Materialism and the Propositional Attitudes”. The Journal of Philosophy, 78(2), 67–90. | 1
Block, N. (1981). “Psychologism and behaviorism”. Philosophical Review 90 (1):5-43. | 1
Hitchcock, C. (n.d.). “Probabilistic Causation”. The Stanford Encyclopedia of Philosophy, Edward N. Zalta (ed.). https://plato.stanford.edu/entries/causation-probabilistic/ | 1
Morrison, M. (1995). “Capacities, tendencies, and the problem of singular causes”. Philosophy and Phenomenological Research, 55(1), 163-168. | 1
Cartwright, N. (1989). Nature’s Capacities and Their Measurement. Oxford: Clarendon Press. | 1
Blackburn, S. (2005). Truth: A guide for the perplexed. Penguin. | 1
Haack, S. (2009). Evidence and Inquiry: A Pragmatist Reconstruction of Epistemology. Amherst, N.Y.: Prometheus Books. | 1
Haack, S. (1978). Philosophy of Logics. London and New York: Cambridge University Press. | 1
Haack, S. (1997). “Vulgar Rortyism”. The New Criterion. | 1
Haack, S. (2023). “What a World! The Pluralistic Universe of Innocent Realism”. Journal of Philosophical Investigations 17 (45):29-35. | 1
Singer, P. (1979). Practical Ethics. Cambridge University Press. | 1
Singer, P. (1995). Rethinking life and death. St. Martin’s Press. | 1
Singer, P. (1972). “Famine, Affluence, and Morality”. Philosophy and Public Affairs, 1(1). | 1
Singer, P. & Lazari-Radek, K. (2014). The Point of View of the Universe: Sidgwick and Contemporary Ethics. New York: Oxford University Press. | 1
Wilkinson, H., & Dunford, C. (Sen. Ed.) (2019). Philosophers: Their Lives and Works. DK. | 1
Sanchez, J. (2004) “Discussing Disgust”. Interview with Martha Nussbaum. https://reason.com/2004/07/15/discussing-disgust-2/ | 1
Nussbaum, M. (1999). “The Professor of Parody: The hip defeatism of Judith Butler”. The New Republic. | 1
Strawson, G. (1997). “‘the Self’”. Journal of Consciousness Studies 4 (5-6):405-428.; Strawson, G. (2004). “Against Narrativity”. Ratio 17 (4):428-452. | 1
Clark, A. (2010). “Coupling, constitution, and the cognitive kind: A reply to Adams and Aizaway”. In R. Menary (ed.), The Extended Mind. Cambridge, MA: MIT Press, pp. 81–100. | 1
Clark, A. (2019). “Consciousness as Generative Entanglement”. Journal of Philosophy, 116(12), 645-662. | 1
Clark, A. (2016). Surfing uncertainty: Prediction, Action, and the Embodied Mind. Oxford: Oxford University Press. | 1
Chalmers, D. (2010). The character of consciousness. Oxford University Press. | 1
Chalmers, D. (2013). “Panpsychism and panprotopsychism”. The Amherst Lecture in Philosophy 8. | 1
Chalmers, D. (2010). “The singularity: A philosophical analysis”. Journal of Consciousness Studies 17 (9-10). | 1
Ladyman, J. & Ross, D. (2007). Every Thing Must Go: Metaphysics Naturalized. New York: Oxford University Press. Edited by Don Ross, David Spurrett & John G. Collier. | 1
